IDs	KO	pathway_A	order	Gene	Comment/Uniprot comment
ID8099	K07115	no_pathway		rlmJ; 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]	
ID8100	K12297	no_pathway		"rlmL, rlmK; 23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]"	
ID8101	K06968	no_pathway		rlmM; 23S rRNA (cytidine2498-2'-O)-methyltransferase [EC:2.1.1.186]	
ID8102	K06941	no_pathway		rlmN; 23S rRNA (adenine2503-C2)-methyltransferase [EC:2.1.1.192]	
ID8103	K03642	no_pathway		rlpA; rare lipoprotein A	
ID8104	K06177	no_pathway		rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	
ID8105	K06178	no_pathway		rluB; 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22]	
ID8106	K06179	no_pathway		rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]	
ID8107	K06180	no_pathway		rluD; 23S rRNA pseudouridine1911/1915/1917 synthase [EC:5.4.99.23]	
ID8108	K06181	no_pathway		rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]	
ID8109	K06182	no_pathway		rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]	
ID8110	K23293	no_pathway		"RMDN3, PTPIP51; regulator of microtubule dynamics protein 3"	
ID8111	K03812	no_pathway		rmf; ribosome modulation factor	
ID8112					
ID8113	K02863	Ribosome		"RP-L1, MRPL1, rplA; large subunit ribosomal protein L1"	
ID8114	K02864	Ribosome		"RP-L10, MRPL10, rplJ; large subunit ribosomal protein L10"	
ID8115	K02865	Ribosome		"RP-L10Ae, RPL10A; large subunit ribosomal protein L10Ae"	
ID8116	K02866	Ribosome		"RP-L10e, RPL10; large subunit ribosomal protein L10e"	
ID8117	K02867	Ribosome		"RP-L11, MRPL11, rplK; large subunit ribosomal protein L11"	
ID8118	K02868	Ribosome		"RP-L11e, RPL11; large subunit ribosomal protein L11e"	
ID8119	K02869	Ribosome		"RP-L12, rpl12; large subunit ribosomal protein L12"	
ID8120	K02870	Ribosome		"RP-L12e, RPL12; large subunit ribosomal protein L12e"	
ID8121	K02871	Ribosome		"RP-L13, MRPL13, rplM; large subunit ribosomal protein L13"	
ID8122	K02872	Ribosome		"RP-L13Ae, RPL13A; large subunit ribosomal protein L13Ae"	
ID8123	K02873	Ribosome		"RP-L13e, RPL13; large subunit ribosomal protein L13e"	
ID8124	K02874	Ribosome		"RP-L14, MRPL14, rplN; large subunit ribosomal protein L14"	
ID8125	K02875	Ribosome		"RP-L14e, RPL14; large subunit ribosomal protein L14e"	
ID8126	K02876	Ribosome		"RP-L15, MRPL15, rplO; large subunit ribosomal protein L15"	
ID8127	K02877	Ribosome		"RP-L15e, RPL15; large subunit ribosomal protein L15e"	
ID8128	K02878	Ribosome		"RP-L16, MRPL16, rplP; large subunit ribosomal protein L16"	
ID8129	K02879	Ribosome		"RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17"	
ID8130	K02880	Ribosome		"RP-L17e, RPL17; large subunit ribosomal protein L17e"	
ID8131	K02881	Ribosome		"RP-L18, MRPL18, rplR; large subunit ribosomal protein L18"	
ID8132	K02882	Ribosome		"RP-L18Ae, RPL18A; large subunit ribosomal protein L18Ae"	
ID8133	K02883	Ribosome		"RP-L18e, RPL18; large subunit ribosomal protein L18e"	
ID8134	K02884	Ribosome		"RP-L19, MRPL19, rplS; large subunit ribosomal protein L19"	
ID8135	K02885	Ribosome		"RP-L19e, RPL19; large subunit ribosomal protein L19e"	
ID8136	K02886	Ribosome		"RP-L2, MRPL2, rplB; large subunit ribosomal protein L2"	
ID8137	K02887	Ribosome		"RP-L20, MRPL20, rplT; large subunit ribosomal protein L20"	
ID8138	K02888	Ribosome		"RP-L21, MRPL21, rplU; large subunit ribosomal protein L21"	
ID8139	K02889	Ribosome		"RP-L21e, RPL21; large subunit ribosomal protein L21e"	
ID8140	K02890	Ribosome		"RP-L22, MRPL22, rplV; large subunit ribosomal protein L22"	
ID8141	K02891	Ribosome		"RP-L22e, RPL22; large subunit ribosomal protein L22e"	
ID8142	K02892	Ribosome		"RP-L23, MRPL23, rplW; large subunit ribosomal protein L23"	
ID8143	K02893	Ribosome		"RP-L23Ae, RPL23A; large subunit ribosomal protein L23Ae"	
ID8144	K02894	Ribosome		"RP-L23e, RPL23; large subunit ribosomal protein L23e"	
ID8145	K02895	Ribosome		"RP-L24, MRPL24, rplX; large subunit ribosomal protein L24"	
ID8146	K02896	Ribosome		"RP-L24e, RPL24; large subunit ribosomal protein L24e"	
ID8147	K02897	Ribosome		"RP-L25, rplY; large subunit ribosomal protein L25"	
ID8148	K02898	Ribosome		"RP-L26e, RPL26; large subunit ribosomal protein L26e"	
ID8149	K02899	Ribosome		"RP-L27, MRPL27, rpmA; large subunit ribosomal protein L27"	
ID8150	K02900	Ribosome		"RP-L27Ae, RPL27A; large subunit ribosomal protein L27Ae"	
ID8151	K02901	Ribosome		"RP-L27e, RPL27; large subunit ribosomal protein L27e"	
ID8152	K02902	Ribosome		"RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28"	
ID8153	K02903	Ribosome		"RP-L28e, RPL28; large subunit ribosomal protein L28e"	
ID8154	K02904	Ribosome		"RP-L29, rpmC; large subunit ribosomal protein L29"	
ID8155	K02905	Ribosome		"RP-L29e, RPL29; large subunit ribosomal protein L29e"	
ID8156	K02906	Ribosome		"RP-L3, MRPL3, rplC; large subunit ribosomal protein L3"	
ID8157	K02907	Ribosome		"RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30"	
ID8158	K02908	Ribosome		"RP-L30e, RPL30; large subunit ribosomal protein L30e"	
ID8159	K02909	Ribosome		"RP-L31, rpmE; large subunit ribosomal protein L31"	
ID8160	K02910	Ribosome		"RP-L31e, RPL31; large subunit ribosomal protein L31e"	
ID8161	K02911	Ribosome		"RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32"	
ID8162	K02912	Ribosome		"RP-L32e, RPL32; large subunit ribosomal protein L32e"	
ID8163	K02913	Ribosome		"RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33"	
ID8164	K02914	Ribosome		"RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34"	
ID8165	K02915	Ribosome		"RP-L34e, RPL34; large subunit ribosomal protein L34e"	
ID8166	K02916	Ribosome		"RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35"	
ID8167	K02917	Ribosome		"RP-L35Ae, RPL35A; large subunit ribosomal protein L35Ae"	
ID8168	K02918	Ribosome		"RP-L35e, RPL35; large subunit ribosomal protein L35e"	
ID8169	K02919	Ribosome		"RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36"	
ID8170	K02920	Ribosome		"RP-L36e, RPL36; large subunit ribosomal protein L36e"	
ID8171	K02921	Ribosome		"RP-L37Ae, RPL37A; large subunit ribosomal protein L37Ae"	
ID8172	K02922	Ribosome		"RP-L37e, RPL37; large subunit ribosomal protein L37e"	
ID8173	K02923	Ribosome		"RP-L38e, RPL38; large subunit ribosomal protein L38e"	
ID8174	K02924	Ribosome		"RP-L39e, RPL39; large subunit ribosomal protein L39e"	
ID8175	K02925	Ribosome		"RP-L3e, RPL3; large subunit ribosomal protein L3e"	
ID8176	K02926	Ribosome		"RP-L4, MRPL4, rplD; large subunit ribosomal protein L4"	
ID8177	K02927	Ribosome		"RP-L40e, RPL40; large subunit ribosomal protein L40e"	
ID8178	K02928	Ribosome		"RP-L41e, RPL41; large subunit ribosomal protein L41e"	
ID8179	K02929	Ribosome		"RP-L44e, RPL44; large subunit ribosomal protein L44e"	
ID8180	K02930	Ribosome		"RP-L4e, RPL4; large subunit ribosomal protein L4e"	
ID8181	K02931	Ribosome		"RP-L5, MRPL5, rplE; large subunit ribosomal protein L5"	
ID8182	K02932	Ribosome		"RP-L5e, RPL5; large subunit ribosomal protein L5e"	
ID8183	K02933	Ribosome		"RP-L6, MRPL6, rplF; large subunit ribosomal protein L6"	
ID8184	K02934	Ribosome		"RP-L6e, RPL6; large subunit ribosomal protein L6e"	
ID8185	K02935	Ribosome		"RP-L7, MRPL12, rplL; large subunit ribosomal protein L7/L12"	
ID8186	K07590	Ribosome		"RP-L7A, rplGB; large subunit ribosomal protein L7A"	
ID8187	K02936	Ribosome		"RP-L7Ae, RPL7A; large subunit ribosomal protein L7Ae"	
ID8188	K02937	Ribosome		"RP-L7e, RPL7; large subunit ribosomal protein L7e"	
ID8189	K02938	Ribosome		"RP-L8e, RPL8; large subunit ribosomal protein L8e"	
ID8190	K02939	Ribosome		"RP-L9, MRPL9, rplI; large subunit ribosomal protein L9"	
ID8191	K02940	Ribosome		"RP-L9e, RPL9; large subunit ribosomal protein L9e"	
ID8192	K02941	Ribosome		"RP-LP0, RPLP0; large subunit ribosomal protein LP0"	
ID8193	K02942	Ribosome		"RP-LP1, RPLP1; large subunit ribosomal protein LP1"	
ID8194	K02943	Ribosome		"RP-LP2, RPLP2; large subunit ribosomal protein LP2"	
ID8195	K02944	Ribosome		"RP-LX, rplX; large subunit ribosomal protein LX"	
ID8196	K02945	Ribosome		"RP-S1, rpsA; small subunit ribosomal protein S1"	
ID8197	K02946	Ribosome		"RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10"	
ID8198	K02947	Ribosome		"RP-S10e, RPS10; small subunit ribosomal protein S10e"	
ID8199	K02948	Ribosome		"RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11"	
ID8200	K02949	Ribosome		"RP-S11e, RPS11; small subunit ribosomal protein S11e"	
ID8201	K02950	Ribosome		"RP-S12, MRPS12, rpsL; small subunit ribosomal protein S12"	
ID8202	K02951	Ribosome		"RP-S12e, RPS12; small subunit ribosomal protein S12e"	
ID8203	K02952	Ribosome		"RP-S13, rpsM; small subunit ribosomal protein S13"	
ID8204	K02953	Ribosome		"RP-S13e, RPS13; small subunit ribosomal protein S13e"	
ID8205	K02954	Ribosome		"RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14"	
ID8206	K02955	Ribosome		"RP-S14e, RPS14; small subunit ribosomal protein S14e"	
ID8207	K02956	Ribosome		"RP-S15, MRPS15, rpsO; small subunit ribosomal protein S15"	
ID8208	K02957	Ribosome		"RP-S15Ae, RPS15A; small subunit ribosomal protein S15Ae"	
ID8209	K02958	Ribosome		"RP-S15e, RPS15; small subunit ribosomal protein S15e"	
ID8210	K02959	Ribosome		"RP-S16, MRPS16, rpsP; small subunit ribosomal protein S16"	
ID8211	K02960	Ribosome		"RP-S16e, RPS16; small subunit ribosomal protein S16e"	
ID8212	K02961	Ribosome		"RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17"	
ID8213	K02962	Ribosome		"RP-S17e, RPS17; small subunit ribosomal protein S17e"	
ID8214	K02963	Ribosome		"RP-S18, MRPS18, rpsR; small subunit ribosomal protein S18"	
ID8215	K02964	Ribosome		"RP-S18e, RPS18; small subunit ribosomal protein S18e"	
ID8216	K02965	Ribosome		"RP-S19, rpsS; small subunit ribosomal protein S19"	
ID8217	K02966	Ribosome		"RP-S19e, RPS19; small subunit ribosomal protein S19e"	
ID8218	K02967	Ribosome		"RP-S2, MRPS2, rpsB; small subunit ribosomal protein S2"	
ID8219	K02968	Ribosome		"RP-S20, rpsT; small subunit ribosomal protein S20"	
ID8220	K02969	Ribosome		"RP-S20e, RPS20; small subunit ribosomal protein S20e"	
ID8221	K02970	Ribosome		"RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21"	
ID8222	K02971	Ribosome		"RP-S21e, RPS21; small subunit ribosomal protein S21e"	
ID8223	K02973	Ribosome		"RP-S23e, RPS23; small subunit ribosomal protein S23e"	
ID8224	K02974	Ribosome		"RP-S24e, RPS24; small subunit ribosomal protein S24e"	
ID8225	K02975	Ribosome		"RP-S25e, RPS25; small subunit ribosomal protein S25e"	
ID8226	K02976	Ribosome		"RP-S26e, RPS26; small subunit ribosomal protein S26e"	
ID8227	K02977	Ribosome		"RP-S27Ae, RPS27A; small subunit ribosomal protein S27Ae"	
ID8228	K02978	Ribosome		"RP-S27e, RPS27; small subunit ribosomal protein S27e"	
ID8229	K02979	Ribosome		"RP-S28e, RPS28; small subunit ribosomal protein S28e"	
ID8230	K02980	Ribosome		"RP-S29e, RPS29; small subunit ribosomal protein S29e"	
ID8231	K02981	Ribosome		"RP-S2e, RPS2; small subunit ribosomal protein S2e"	
ID8232	K02982	Ribosome		"RP-S3, rpsC; small subunit ribosomal protein S3"	
ID8233	K02983	Ribosome		"RP-S30e, RPS30; small subunit ribosomal protein S30e"	
ID8234	K02984	Ribosome		"RP-S3Ae, RPS3A; small subunit ribosomal protein S3Ae"	
ID8235	K02986	Ribosome		"RP-S4, rpsD; small subunit ribosomal protein S4"	
ID8236	K02987	Ribosome		"RP-S4e, RPS4; small subunit ribosomal protein S4e"	
ID8237	K02988	Ribosome		"RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5"	
ID8238	K02989	Ribosome		"RP-S5e, RPS5; small subunit ribosomal protein S5e"	
ID8239	K02990	Ribosome		"RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6"	
ID8240	K02992	Ribosome		"RP-S7, MRPS7, rpsG; small subunit ribosomal protein S7"	
ID8241	K02993	Ribosome		"RP-S7e, RPS7; small subunit ribosomal protein S7e"	
ID8242	K02994	Ribosome		"RP-S8, rpsH; small subunit ribosomal protein S8"	
ID8243	K02995	Ribosome		"RP-S8e, RPS8; small subunit ribosomal protein S8e"	
ID8244	K02996	Ribosome		"RP-S9, MRPS9, rpsI; small subunit ribosomal protein S9"	
ID8245	K02997	Ribosome		"RP-S9e, RPS9; small subunit ribosomal protein S9e"	
ID8246	K02998	Ribosome		"RP-SAe, RPSA; small subunit ribosomal protein SAe"	
ID8247					
ID8248		Chaperones			
ID8249					
ID8250	K05516	Chaperones		cbpA; curved DNA-binding protein	"DNA-binding protein that preferentially recognizes a curved DNA sequence. It is probably a functional analog of DnaJ; displays overlapping activities with DnaJ, but functions under different conditions, probably acting as a molecular chaperone in an adaptive response to environmental stresses other than heat shock. Lacks autonomous chaperone activity; binds native substrates and targets them for recognition by DnaK. Its activity is inhibited by the binding of CbpM."
ID8251	K22447	Chaperones		"cct, ths; archaeal chaperonin"	
ID8252	K05801	Chaperones		djlA; DnaJ like chaperone protein	
ID8253	K03686	Chaperones		dnaJ; molecular chaperone DnaJ	
ID8254	K08651	Chaperones		E3.4.21.66; thermitase [EC:3.4.21.66]	
ID8255	K04078	Chaperones		"groES, HSPE1; chaperonin GroES"	
ID8256	K03687	Chaperones		GRPE; molecular chaperone GrpE	
ID8257	K04087	no_pathway		hflC; modulator of FtsH protease HflC	"HflC and HflK help govern the stability of phage lambda cII protein, and thereby control the lysogenization frequency of phage lambda."
ID8258	K07153	no_pathway		hflD; high frequency lysogenization protein	
ID8259	K04088	no_pathway		hflK; modulator of FtsH protease HflK	"HflC and HflK help govern the stability of phage lambda cII protein, and thereby control the lysogenization frequency of phage lambda."
ID8260	K06142	no_pathway		"hlpA, ompH; outer membrane protein"	"Molecular chaperone that interacts specifically with outer membrane proteins, thus maintaining the solubility of early folding intermediates during passage through the periplasm. Required for the efficient release of OmpA from the inner membrane, the maintenance of its solubility in the periplasm, and, in association with lipopolysaccharide (LPS), for the efficient folding and insertion of OmpA into the outer membrane"
ID8261	K04083	no_pathway		hslO; molecular chaperone Hsp33	
ID8262	K04797	no_pathway		"pfdA, PFDN5; prefoldin alpha subunit"	"molecular chaperone capable of stabilizing a range of proteins. Seems to fulfill an ATP-independent, HSP70-like function in archaeal de novo protein folding."
ID8263	K04798	no_pathway		"pfdB, PFDN6; prefoldin beta subunit"	"molecular chaperone capable of stabilizing a range of proteins. Seems to fulfill an ATP-independent, HSP70-like function in archaeal de novo protein folding."
ID8264	K17675	no_pathway		"SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"	
ID8265	K03545	no_pathway		tig; trigger factor	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized secretory and non-secretory proteins in an open conformation.
ID8266					
ID8267		RNA degradation			
ID8268					
ID8269	K12597	RNA degradation		AIR1_2; protein AIR1/2	
ID8270	K12592	RNA degradation		"C1D, LRP1; exosome complex protein LRP1"	
ID8271	K12609	RNA degradation		CAF120; CCR4-NOT transcriptional complex subunit CAF120	
ID8272	K12608	RNA degradation		CAF16; CCR4-NOT complex subunit CAF16	
ID8273	K12604	RNA degradation		"CNOT1, NOT1; CCR4-NOT transcription complex subunit 1"	
ID8274	K12607	RNA degradation		CNOT10; CCR4-NOT transcription complex subunit 10	
ID8275	K12605	RNA degradation		"CNOT2, NOT2; CCR4-NOT transcription complex subunit 2"	
ID8276	K12580	RNA degradation		"CNOT3, NOT3; CCR4-NOT transcription complex subunit 3"	
ID8277	K10643	RNA degradation		"CNOT4, NOT4, MOT2; CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]"	
ID8278	K12603	RNA degradation		"CNOT6, CCR4; CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]"	
ID8279	K12581	RNA degradation		"CNOT7_8, CAF1, POP2; CCR4-NOT transcription complex subunit 7/8"	
ID8280	K07573	RNA degradation		"CSL4, EXOSC1; exosome complex component CSL4"	
ID8281	K12612	RNA degradation		DCP1; mRNA-decapping enzyme subunit 1	
ID8282	K12610	RNA degradation		DCP1A; mRNA-decapping enzyme 1A [EC:3.-.-.-]	
ID8283	K12611	RNA degradation		DCP1B; mRNA-decapping enzyme 1B [EC:3.-.-.-]	
ID8284	K12613	RNA degradation		DCP2; mRNA-decapping enzyme subunit 2 [EC:3.6.1.62]	
ID8285	K12584	RNA degradation		"DCPS, DCS; m7GpppX diphosphatase [EC:3.6.1.59]"	
ID8286	K12614	RNA degradation		"DDX6, RCK, DHH1; ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]"	
ID8287	K05592	RNA degradation		"deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]"	
ID8288	K14442	RNA degradation		"DHX36, RHAU; ATP-dependent RNA helicase DHX36 [EC:3.6.4.13]"	
ID8289	K12585	RNA degradation		"DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]"	
ID8290	K18681	RNA degradation		DIS3L; DIS3-like exonuclease 1 [EC:3.1.13.-]	
ID8291	K12615	RNA degradation		EDC3; enhancer of mRNA-decapping protein 3	
ID8292	K12616	RNA degradation		EDC4; enhancer of mRNA-decapping protein 4	
ID8293	K12620	RNA degradation		LSM1; U6 snRNA-associated Sm-like protein LSm1	
ID8294	K12593	RNA degradation		"MPHOSPH6, MPP6; M-phase phosphoprotein 6, animal type"	
ID8295	K12594	RNA degradation		"MPP6; M-phase phosphoprotein 6, fungi type"	
ID8296	K12587	RNA degradation		"MTR3, EXOSC6; exosome complex component MTR3"	
ID8297	K12598	RNA degradation		"MTR4, SKIV2L2; ATP-dependent RNA helicase DOB1 [EC:3.6.4.13]"	
ID8298	K08311	RNA degradation		nudH; putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]	
ID8299	K12571	RNA degradation		PAN2; PAB-dependent poly(A)-specific ribonuclease subunit 2 [EC:3.1.13.4]	
ID8300	K12572	RNA degradation		PAN3; PAB-dependent poly(A)-specific ribonuclease subunit 3	
ID8301	K03514	RNA degradation		"PAPD5_7, TRF4; non-canonical poly(A) RNA polymerase PAPD5/7 [EC:2.7.7.19]"	
ID8302	K01148	RNA degradation		"PARN, PNLDC1; poly(A)-specific ribonuclease [EC:3.1.13.4]"	
ID8303	K12617	RNA degradation		"PATL1, PAT1; DNA topoisomerase 2-associated protein PAT1"	
ID8304	K00970	RNA degradation		pcnB; poly(A) polymerase [EC:2.7.7.19]	
ID8305	K00962	RNA degradation		"pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"	
ID8306	K12606	RNA degradation		"RCD1, CNOT9, CAF40; CCR4-NOT transcription complex subunit 9"	
ID8307	K03654	RNA degradation		recQ; ATP-dependent DNA helicase RecQ [EC:3.6.4.12]	
ID8308	K03732	RNA degradation		rhlB; ATP-dependent RNA helicase RhlB [EC:3.6.4.13]	
ID8309	K11927	RNA degradation		rhlE; ATP-dependent RNA helicase RhlE [EC:3.6.4.13]	
ID8310	K03628	RNA degradation		rho; transcription termination factor Rho	
ID8311	K08300	RNA degradation		rne; ribonuclease E [EC:3.1.26.12]	
ID8312	K12574	RNA degradation		rnj; ribonuclease J [EC:3.1.-.-]	
ID8313	K12573	RNA degradation		"rnr, vacB; ribonuclease R [EC:3.1.13.1]"	
ID8314	K18682	RNA degradation		rny; ribonucrease Y [EC:3.1.-.-]	
ID8315	K03679	RNA degradation		"RRP4, EXOSC2; exosome complex component RRP4"	
ID8316	K03681	RNA degradation		"RRP40, EXOSC3; exosome complex component RRP40"	
ID8317	K11600	RNA degradation		"RRP41, EXOSC4, SKI6; exosome complex component RRP41"	
ID8318	K12589	RNA degradation		"RRP42, EXOSC7; exosome complex component RRP42"	
ID8319	K12586	RNA degradation		"RRP43, EXOSC8, OIP2; exosome complex component RRP43"	
ID8320	K03678	RNA degradation		"RRP45, EXOSC9; exosome complex component RRP45"	
ID8321	K12590	RNA degradation		"RRP46, EXOSC5; exosome complex component RRP46"	
ID8322	K12591	RNA degradation		"RRP6, EXOSC10; exosome complex exonuclease RRP6 [EC:3.1.13.-]"	
ID8323	K12599	RNA degradation		"SKI2, SKIV2L; antiviral helicase SKI2 [EC:3.6.4.-]"	
ID8324	K12600	RNA degradation		"SKI3, TTC37; superkiller protein 3"	
ID8325	K12601	RNA degradation		SKI8; superkiller protein 8	
ID8326	K14443	RNA degradation		TOB; protein Tob/BTG	
