KO	IDs	pathway_A	order	Gene	Comment.Uniprot.comment	NIOZ132_cc_b51_2	NIOZ134_mx_b281_2	SRR2090153_bin1042	SRR2090153_bin461	SRR2090159_bin1129	SRR2090159_bin1288	GCA_002494525	GCA_002495465	GCA_002501985	SRR4028224_bin17	SRR5007147_bin71	U_76725	NIOZ124_cc_b247_2	NIOZ125_mb_b254_2	NIOZ129_mb_b262_2	NIOZ126_mb_b401_2	NIOZ122_mb_b319_2	NIOZ134_mb_b41_2	NIOZ132_mb_b282_2	NIOZ127_mb_b161_2	NIOZ123_bs_b5_2	NIOZ121_cc_b94_2	NIOZ136_cc_b15_2	GCA_002502135	NIOZ134_mb_b293_2	NIOZ132_mb_b260_2	NIOZ126_mb_b137_2	NIOZ129_mb_b254_2	NIOZ127_mb_b282_2	NIOZ122_mb_b305_2	NIOZ136_mb_b335_2	NIOZ132_mb_b198_2	NIOZ136_mb_b104_2	NIOZ125_mb_b178_2	NIOZ121_mb_b48_2	NIOZ134_cc_b149_2	NIOZ134_mb_b361_2	NIOZ136_mb_b226_2	NIOZ123_bs_b392_2	NIOZ124_mb_b130_2	NIOZ132_cc_b149_2	NIOZ125_cc_b75_2	NIOZ132_mx_b314_2	NIOZ120_mb_b229_2	NIOZ126_mb_b304_2	NIOZ119_mb_b5_2
11060	K22465	ID9568	no_pathway		bzaA_B; 5-hydroxybenzimidazole synthase [EC:4.1.99.23]																																															
11061	K22466	ID9569	no_pathway		bzaF; 5-hydroxybenzimidazole synthase [EC:4.1.99.23]																																															
11062	K23108	ID9570	no_pathway		BZO1; benzoate---CoA ligase [EC:6.2.1.25]																																															
11063	K19922	ID9571	no_pathway		"BZRAP1, RIMBP1; peripheral-type benzodiazepine receptor-associated protein 1"																																															
11064	K21520	ID9572	no_pathway		C1; Bean yellow dwarf virus replication-associated protein A [EC:3.1.21.-]																																															
11065	K23297	ID9573	no_pathway		C12ORF66; KICSTOR complex protein C12orf66																																															
11066	K15414	ID9574	no_pathway		"C1QBP; complement component 1 Q subcomponent-binding protein, mitochondrial"																																															
11067	K23284	ID9575	no_pathway		C1QL; C1q-related factor																																															
11068	K19470	ID9576	no_pathway		C1QTNF6; complement C1q tumor necrosis factor-related protein 6																																															
11069	K08983	ID12857	no_pathway		K08983; putative membrane protein																																															
11070	K16751	ID9578	no_pathway		C2CD3; C2 domain-containing protein 3																																															
11071	K08652	ID9579	no_pathway		"C5AP, scpA, scpB; C5a peptidase [EC:3.4.21.110]"																																															
11072	K08988	ID12860	no_pathway		K08988; putative membrane protein																																															
11073	K09606	ID9581	no_pathway		C9ORF3; aminopeptidase O [EC:3.4.11.-]																																															
11074	K21839	ID9582	no_pathway		caa43; 2-haloacrylate reductase [EC:1.3.1.103]																																															
11075	K17613	ID9583	no_pathway		CABIN1; calcineurin-binding protein cabin-1																																															
11076	K23531	ID9584	no_pathway		CABP1_2_4_5; calcium-binding protein 1/2/4/5																																															
11077	K03757	ID9585	no_pathway		cadB; cadaverine:lysine antiporter																																															
11078	K09004	ID12866	no_pathway		K09004; uncharacterized protein																																															
11079	K03765	ID9587	no_pathway		cadC; transcriptional activator of cad operon																																															
11080	K12303	ID16148	no_pathway		"SLC17A9; MFS transporter, ACS family, solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 9"																																															
11081	K06782	ID9589	no_pathway		"CADM2, IGSF4D, NECL3; cell adhesion molecule 2"																																															
11082	K06783	ID9590	no_pathway		"CADM4, IGSF4C, TSLL2; cell adhesion molecule 4"																																															
11083	K08208	ID16151	no_pathway		"SLC22A12, URAT1; MFS transporter, OCT family, solute carrier family 22 (organic anion/cation transporter), member 12"																																															
11084	K03261	ID9592	no_pathway		CAF20; cap-associated protein CAF20																																															
11085	K08297	ID9593	no_pathway		caiA; crotonobetainyl-CoA dehydrogenase [EC:1.3.8.13]																																															
11086	K08298	ID9594	no_pathway		caiB; L-carnitine CoA-transferase [EC:2.8.3.21]																																															
11087	K02182	ID9595	no_pathway		caiC; carnitine-CoA ligase [EC:6.2.1.48]	"Catalyzes the transfer of CoA to carnitine, generating the initial carnitinyl-CoA needed for the CaiB reaction cycle. Also has activity toward crotonobetaine and gamma-butyrobetaine."																																														
11088	K08299	ID9596	no_pathway		caiD; crotonobetainyl-CoA hydratase [EC:4.2.1.149]																																															
11089	K08279	ID9597	no_pathway		caiE; carnitine operon protein CaiE																																															
11090	K08277	ID9598	no_pathway		caiF; transcriptional activator CaiF																																															
11091	K19739	ID9599	no_pathway		CALHM2; calcium homeostasis modulator protein 2																																															
11092	K19740	ID9600	no_pathway		CALHM3; calcium homeostasis modulator protein 3																																															
11093	K10098	ID9601	no_pathway		CALR3; calreticulin 3																																															
11094	K11000	ID9602	no_pathway		CALS; callose synthase [EC:2.4.1.-]																																															
11095	K21570	ID9603	no_pathway		camA; putidaredoxin---NAD+ reductase [EC:1.18.1.5]																																															
11096	K21569	ID9604	no_pathway		"camC, CYP101A1; camphor 5-monooxygenase [EC:1.14.15.1]"																																															
11097	K19649	ID9605	no_pathway		camD; 5-exo-hydroxycamphor dehydrogenase [EC:1.1.1.327]																																															
11098	K23020	ID9606	no_pathway		"camE36; 3,6-diketocamphane 1,6-monooxygenase [EC:1.14.14.155]"																																															
11099	K20765	ID9607	no_pathway		camK; 6-oxocamphor hydrolase [EC:3.7.1.18]																																															
11100	K08812	ID9608	no_pathway		CAMKV; CaM kinase-like vesicle-associated [EC:2.7.11.-]																																															
11101	K22385	ID9609	no_pathway		CAMLG; calcium signal-modulating cyclophilin ligand																																															
11102	K21731	ID9610	no_pathway		"camP; 2,5-diketocamphane 1,2-monooxygenase [EC:1.14.14.108]"																																															
11103	K17493	ID9611	no_pathway		CAMSAP; calmodulin-regulated spectrin-associated protein																																															
11104	K21596	ID9612	no_pathway		CAMTA; calmodulin-binding transcription activator																																															
11105	K17263	ID9613	no_pathway		CAND1; cullin-associated NEDD8-dissociated protein 1																																															
11106	K17261	ID9614	no_pathway		"CAP1_2, SRV2; adenylyl cyclase-associated protein"																																															
11107	K20926	ID9615	no_pathway		cap3B; cellobiuronic acid synthase [EC:2.4.1.-]																																															
11108	K08579	ID9616	no_pathway		CAPN10; calpain-10 [EC:3.4.22.-]																																															
11109	K08580	ID9617	no_pathway		CAPN11; calpain-11 [EC:3.4.22.-]																																															
11110	K04740	ID9618	no_pathway		CAPN12; calpain-12 [EC:3.4.22.-]																																															
11111	K08581	ID9619	no_pathway		CAPN13; calpain-13 [EC:3.4.22.-]																																															
11112	K13442	ID9620	no_pathway		CAPN14; calpain-14 [EC:3.4.22.-]																																															
11113	K08582	ID9621	no_pathway		CAPN15; calpain-15 [EC:3.4.22.-]																																															
11114	K08573	ID9622	no_pathway		CAPN3; calpain-3 [EC:3.4.22.54]																																															
11115	K08574	ID9623	no_pathway		CAPN5; calpain-5 [EC:3.4.22.-]																																															
11116	K08575	ID9624	no_pathway		CAPN6; calpain-6 [EC:3.4.22.-]																																															
11117	K08576	ID9625	no_pathway		CAPN7; calpain-7 [EC:3.4.22.-]																																															
11118	K08577	ID9626	no_pathway		CAPN8; calpain-8 [EC:3.4.22.-]																																															
11119	K08578	ID9627	no_pathway		CAPN9; calpain-9 [EC:3.4.22.-]																																															
11120	K08585	ID9628	no_pathway		"CAPNN; calpain, invertebrate [EC:3.4.22.-]"																																															
11121	K08584	ID9629	no_pathway		"CAPNS2; calpain, small subunit 2"																																															
11122	K18743	ID9630	no_pathway		"CAPRIN1, GPIAP1; caprin-1"																																															
11123	K18744	ID9631	no_pathway		"CAPRIN2, EEG1; caprin-2"																																															
11124	K22430	ID9632	no_pathway		carC; caffeyl-CoA reductase-Etf complex subunit CarC [EC:1.3.1.108]																																															
11125	K09264	ID12913	no_pathway		"K09264; MADS-box transcription factor, plant"																																															
11126	K07736	ID9634	no_pathway		carD; CarD family transcriptional regulator																																															
11127	K22432	ID9635	no_pathway		carE; caffeyl-CoA reductase-Etf complex subunit CarE [EC:1.3.1.108]																																															
11128	K21595	ID9636	no_pathway		CARF; calcium-responsive transcription factor																																															
11129	K17757	ID9637	no_pathway		CARKD; ATP-dependent NAD(P)H-hydrate dehydratase [EC:4.2.1.93]																																															
11130	K04629	ID9638	no_pathway		CARN; cAMP receptor																																															
11131	K09334	ID9639	no_pathway		CART1; cartilage homeoprotein 1																																															
11132	K15342	ID9640	no_pathway		cas1; CRISP-associated protein Cas1																																															
